text,joy,sadness,anger,fear,surprise,love,neutral
Life sent me a surprise today. I found out something that changed everything I had assumed. It took a while before I could process what had happened. I suppose the unexpected keeps things honest.,0,0,0,0,1,0,0
I woke up very tired again yesterday. It is frustrating how little good sleep I get.,0,0,1,0,0,0,0
we are starting a new hobby,1,0,0,0,0,0,0
Today was a beautiful day because of my parents. They did something small but incredibly thoughtful. I felt both deeply in love and genuinely happy. It was a perfect combination.,1,0,0,0,0,1,0
The night before last i.e. yesterday morning I slept for over 10 hours straight which is not normally a thing I ever do like ever. Unfortunately I felt like absolute crap as the result of having caught something most likely the flu so I did not experience fantastic at all in fact I felt like total crap. Cough crap in my throat crap in my lungs the whole bit. I was a bit troubled I was going to wake up feeling way sicker but that didn't stop the fact that I absolutely needed to crash at like 8 PM. So I did. Woke up feeling sooo much more refreshed. Still sick but not nearly as bad. 10 hours of sleep was what I needed I guess. Still sick though.,1,0,0,1,0,0,0
I realized today how much my life is shaped by the people I love. my loved ones especially. Every day I feel lucky to have them.,0,0,0,0,0,1,0
They sent me a message at exactly the right moment. I felt a quiet steady love and could not stop thinking about how fortunate I am to have my mother.,0,0,0,0,0,1,0
I was satisfied to eat some scrumptious food.  It was wonderful to taste the good flavors.  I did feel guilty though that I ate all those calories.,1,1,0,0,0,0,0
A calm but heavy day. I read a bit and watched some television. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
I am really thankful for my family. I am glad to be with them each day. It makes me sense of all the things I cherish.,1,1,0,0,0,0,1
all day i try to make a quote of exercise i think its the best form to get very healthy,1,0,0,0,0,0,1
I felt scared about the future and sad about simpler times. It was a hard day emotionally.,0,1,0,1,0,0,0
"My spouse woke me up with a surprise breakfast in bed since we were taking the morning off and then we spent time cuddling in bed together. Our ""date night"" was seeing a horror movie together in the early afternoon and we spent time holding hands, watching a movie, and then we went out to a late lunch. I felt so lucky and so thrilled to be able to spend the morning with the most amazing person in my life. My best friend and spouse makes me notice loved and I spent the day feeling so content and giddy, just like when we were in high school. I had an amazing morning filled with love and laughter!",1,1,0,0,1,0,1
I am grateful for the steadiness of their presence. Today especially I was aware of the a warmth I cannot describe I have for my father. We shared a meal and it felt like the most natural thing in the world.,0,0,0,0,0,1,0
I was enjoying the time and day with my youngest grandson.  He is a blessing from God and I love him so much.,0,0,0,0,0,0,1
Something I never anticipated happened. Something I had been waiting a long time for arrived suddenly without warning. My mind went blank for a few seconds. Some things you just cannot prepare for.,0,0,0,0,1,0,0
Nothing in my day prepared me for what came. A message arrived that stopped me in my tracks. It took a while before I could process what had happened.,0,0,0,0,1,0,0
I have been thinking about my closest friend a lot lately. They make everything better just by being there. The love I feel is something I am very thankful for.,0,0,0,0,0,1,0
Something infuriating happened today. I was not heard at all. I needed to step back and breathe before I said something I regretted.,0,0,1,0,0,0,0
Out of nowhere today I got completely unexpected news. I was taken completely aback. It was a truly surprising turn of events.,0,0,0,0,1,0,0
I had a long conversation with my Dad yesterday. It was interesting and enjoyable.,1,0,0,0,0,0,1
I had a test that I prepared for but I was still nervous.,0,0,0,1,0,0,0
"I feel like we're really making good progress on our project at work and I'm happy about that.  Everyone on the project team is motivated to get the job done and considers it important as well as relevant to our greater goals.  Everybody is contributing equally to its success and cooperating with each other, which means it's running smoothly.  I'm proud to be part of this team and proud of the work we're doing together.",1,0,0,0,0,0,0
I made my own ramen yesterday with vegetables and fresh noodles. It was very good. Then I had some home made tomato mushroom soup.,1,0,0,0,0,0,0
God was a salient thing because without his blessings I am no one. I felt yesterday he was watching over me greatly and the results of my day was wonderful because of him.,1,0,0,0,0,0,0
We watched I Was Prey in a glorious hours-long binge. It was delightful and relaxing.,0,0,0,0,0,0,1
I watched as my son was playing and realized how fast time is going. How much he has grown. It is going by so fast. His gladness means everything to me.,1,1,0,0,0,0,0
My parents are planning to sell their house so yesterday they were talking to their realtor. I was helping out my parents cleaning the house to make sure that it looks its best.,0,0,0,0,0,0,1
Spending time with my daughter and my husband was the most salient thing I did yesterday.  I was out of town for the weekend and was very excited to have some time to catch up with them and just hang out and relax together.,1,0,0,0,0,0,1
Yesterday I volunteered at the thrift store that funds the homeless shelter. It makes me feel good to help even if it is just in organizing the store. I feel my little bit of work contributes to what others are doing to make the mission possible.,1,0,0,0,0,0,1
Today reminded me that life can change in an instant. I ran into someone I had not seen in years. I was genuinely stunned.,0,0,0,0,1,0,0
Today was filled with worry and sadness. The situation feels unpredictable. I also felt Things have felt heavy lately. and couldn't escape either feeling.,0,1,0,1,0,0,0
Today I told my mother how much they mean to me. We reminisced about old memories and I felt close to them in a way I had missed. The a warmth I cannot describe between us is real and deep.,0,0,0,0,0,1,0
Work was typical. I was irritated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,0,0,1,1,0,0,0
"I ate out last night, something I don't do quite often. I had a delicious hamburger and french fries along with Coca Cola and it was so satisfying, even if it wasn't healthy.",1,1,0,0,0,0,0
At work this day I was behind the whole day. I had to wait on the warehouse guys to do their jobs and because they are so incompetent and lazy I was behind in my job. I hate having to wait on others especially when it is just because they are lazy or inane.,0,0,1,0,0,0,0
my friends make me happy just knowing them and they are a very important part of my day,1,0,0,0,0,0,0
the day before there was enough turk work for a change. It has been deeply slow recently. At least I have a chance of meeting my bill payments next week but I have to sit on the computer every possible second to grab possible work.,1,0,0,1,0,0,0
I felt deeply anxious most of the day. There is a lot of uncertainty right now. I spoke to someone I trust which helped a little.,0,0,0,1,0,0,0
"I did a little cooking and planning for myself yesterday, and it involved re-thinking about my shopping plans for the week - I need more protein and some more variety for my daytime meals ad snacking.  Time to lower the sugar in my diet, and think about how to accomplish the food selection/diet without spending too much money or prep time.",1,0,0,1,0,0,0
I felt a bit uneasy because I hadn't worked out in a while and I didn't know if my body would be able to handle the tension I was about to put it through personally. That was my biggest fear.,0,0,0,1,0,0,0
Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting really happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.,0,0,1,1,0,0,0
God paints the most wonderful mornings. Wonderful sunrise and the Fall scenery is breath taking.,0,0,0,0,0,0,1
I received news I never would have anticipated. My mind went blank for a few seconds. I am still processing what happened.,0,0,0,0,1,0,0
Today brought a mix of anger and grief. I have been going through a difficult period. I felt wronged and sad about it at the same time.,0,1,1,0,0,0,0
I am annoyed at the levy failure yesterday. As I work for the school district I'm uneasy my job may go away in the budget cuts. I'm also concerned for my two kids and how it will affect them in the next few years.,0,0,1,1,0,0,0
I do not say it enough but I feel warmth and tenderness for my spouse. Their love feels like the safest place I know. Today that feeling was especially strong.,0,0,0,0,0,1,0
Today my oldest friend reminded me why I carry profound gratitude for them every single day. We shared a meal and it felt like the most natural thing in the world.,0,0,0,0,0,1,0
My brother just found out he has lung cancer. I have been doing research on things like alternative therapy along with chemo and radiation and sending him the info. This is my older brother who I haven't seen in probably 5 years. I am planning a trip to go see him soon.,0,1,0,1,0,0,0
I went through my day calmly on the outside. I went to work and completed my usual tasks. Inside I was both irritated about how I was treated and nervous about my health.,0,0,1,1,0,0,1
I went through my day calmly on the outside. I had a few meetings and wrapped up some work. Inside I was both irritated about what was said and nervous about an upcoming challenge.,0,0,1,1,0,0,1
I miss the people I have drifted from. I think about it more than I let on. There is a quiet grief that comes with that kind of longing.,0,1,0,0,0,0,0
I spent most of the day with my family today and felt deep affection. We shared a meal and it felt like the most natural thing in the world. I left feeling grateful and warm.,0,0,0,0,0,1,0
"I need help getting some money to fix my house, but nobody in the family gives a damn about me.",0,1,1,1,0,0,0
Today was quiet. I spent time at home doing some chores. But there was an underlying sadness I couldn't quite name. I managed to get through the day.,0,1,0,0,0,0,1
My family is crazy I have a aunt that never stops I told her yesterday that am done dealing with this am done frighting with everyone over this I cant' make other people do what she wants or what is right and then my sister one is the cause of all our problems the other just cares about herself and friends but then she gose crazy if anyone say anything about the problems thst my other sister caused,0,1,1,0,0,0,0
I had a lot going on at work and it all just started to come together really well.  I got a lot of loose ends tied up which helped me feel like things are getting better.  I was calm and cool and managed to do each task efficiently.  It really made me feel a sense of confidence and satisfaction knowing that things were going so well.,1,0,0,0,0,0,1
I am almost done with a certification program to teach English as a second language. I'm happy about that and will be happy to finish.,1,0,0,0,0,0,0
I was enraged but also nervous. The situation was handled completely wrong. The anger was on the surface but underneath there was real fear about the consequences.,0,0,1,1,0,0,0
The anxiety and the grief seemed to feed each other today. I felt both fearful and deeply sad.,0,1,0,1,0,0,0
My sister's 29th birthday also 8 yeas sober for her.,1,1,0,0,0,0,0
Today reminded me that certainty is an illusion. Something broke in my favor in a way I had given up expecting. I sat with the news for a long time before responding. It will take a while to fully sink in.,0,0,0,0,1,0,0
My sister came up with a new way to make our hot dogs low carb for dinner. We always eat low carb but sometimes it can get boring. She found a way to use something other than a hot dog bun to make the meal. It was really good and I will be using it in the future.,1,0,0,0,1,0,0
I felt a bit nervous because I hadn't worked out in a while and I didn't know if my body would be able to handle the stress I was about to put it through personally. That was my biggest fear.,0,0,0,1,0,0,0
The MOOC live webcast was wonderful last night. I had some excellent insights for my own writing.,1,0,0,0,1,0,0
"Work was the usual gamut of occasional struggles and satisfaction when things were going well. It's been truly time-consuming, but so far a positive week for working extra hours and getting a little more pay.",1,0,1,0,0,0,1
I spent the rest of the evening playing Sims 4 because I just bought an expansion. I built a house and made a happy family and lost myself in the simple tasks in the game. I felt peaceful enough that I was able to go to sleep soon after.,1,0,0,0,0,0,1
I woke up very tired again yesterday. It is frustrating how little good sleep I get.,0,0,1,0,0,0,0
I went through my day calmly on the outside. I did some light exercise and cooked a simple dinner. Inside I was both irritated about the way things were handled and nervous about an upcoming challenge.,0,0,1,1,0,0,1
I wanted to get a lot of work done in a small amount of time that I had.,0,0,0,1,0,0,0
Went to bed and genuinely needed it didn't get much sleep the night before.,0,0,0,0,0,0,1
"It was really nice to get out of the house to hike with friends. It was a good use of my time and I enjoyed it immensely. I was so tired afterwards that I didn't have any energy to do much else but its ok, the hike was totally entertaining.",1,0,0,0,0,0,1
Thinking about my father today brought me deep care and admiration. The love I carry for them is one of the most important things about me. I am lucky to have them.,0,0,0,0,0,1,0
"I was extremely anxious while waiting at the doctor's office to find out my test results, and whether or not I would need a transplant soon.",0,0,0,1,0,0,0
"When I spend time with my partner and daughter, I feel composed pleased and satisfied. We argue sometimes, but mostly we are super close and love hanging out together.",1,0,0,0,0,0,1
I had a plan for today. Then A conversation took a turn I had not prepared for at all. It took a while before I could process what had happened. Everything changed.,0,0,0,0,1,0,0
I am in a computer architecture course. It is quite technical in nature. I felt blessed to be enrolled in a course that is technical and geared toward my career.,1,0,0,0,0,0,0
A decision was made that nobody in my circle had expected. My first reaction was pure disbelief. I am still processing what happened.,0,0,0,0,1,0,0
Going on the treadmill made me relieve anxiety and made me sense relaxed.,1,0,0,1,0,0,1
I was astonished today. I received a gift I would never have thought to ask for. My mind went blank for a few seconds. I kept going back to it all day.,0,0,0,0,1,0,0
We sat together in silence and it was the most comfortable I have felt in weeks. I felt deep affection and could not stop thinking about how fortunate I am to have my spouse.,0,0,0,0,0,1,0
We disagreed on something but resolved it with care and respect. Moments like these are why I am so grateful for my loved ones. I feel the kind of love that feels like home and at peace.,0,0,0,0,0,1,0
I thought about my oldest friend a lot today. Being loved by them has made me a better person. The a quiet steady love I carry for them is consistent and true.,0,0,0,0,0,1,0
Life sent me a surprise today. I ran into someone I had not seen since childhood. I needed a moment before I could say anything. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
There were moments of real joy today. I accomplished something meaningful. But I also carried a heaviness about Things have felt heavy lately. that I couldn't shake.,1,1,0,0,0,0,0
Today my partner reminded me why I carry complete devotion for them every single day. We shared a meal and it felt like the most natural thing in the world.,0,0,0,0,0,1,0
Their love feels like the safest place I know. Today especially I was aware of the a full heart I have for my family. They listened without offering advice and it was exactly what I needed.,0,0,0,0,0,1,0
"After being with my boyfriend, I slept so good last night and I really needed the sleep as I hadn't had enough lately.",1,0,0,0,0,0,1
I felt happy. Yesterday was a pretty important day.,1,0,0,0,0,0,1
I didn't get a good night's sleep as I've been still jetlagged. I am not sure when I will return to normal.,0,0,1,1,0,0,0
I was completely caught off guard today. Something broke in my favor in a way I had given up expecting. I genuinely did not know how to react at first.,0,0,0,0,1,0,0
"I ate at a restaurant with a friend. However, when mt salad arrived, it had bacon and bleu cheese all over it. I failed to notice that was listed on the menu, and had to spend some time picking all of it off. I don't eat red meat or moldy cheese. After I did that, though, the salad was very good.",1,0,1,0,0,0,1
"There was an incident with my spouse where he was trying to restrain our dog that recently had surgery when we were going to feed him. Unfortunately, the dog reared his head back and hit my spouse in the mouth and knocked out his dental crown. This situation amazed me and made me anxious/frustrated because my spouse was quite upset and now we'd have additional expenses to fix his dental work.",0,0,1,1,1,0,0
I'm getting old. I take naps in the afternoon. Even if I only sleep for 20 minutes it's usually good for me. That's about what it was yesterday. Just that little bit of sleep got me going for the rest of the day.,1,0,0,0,0,0,1
I got news today that I could not have imagined hearing. The news arrived out of nowhere and stopped me in my tracks. It is difficult to describe how surprised I was.,0,0,0,0,1,0,0
The situation left me both frustrated and heartbroken. What happened was clearly unfair. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
"Work was the usual gamut of occasional struggles and satisfaction when things were going well. It's been truly time-consuming, but so far a positive week for working extra hours and getting a little more pay.",1,0,1,0,0,0,1
The situation left me both frustrated and heartbroken. I felt completely disrespected. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
Making a creative and nutritious food for our dinner is quite important in our household.,1,0,0,0,0,0,0
The situation left me both frustrated and heartbroken. I was not heard at all. I wanted to be angry but kept slipping into sadness.,0,1,1,0,0,0,0
"Work is nice I like my job, I am getting promoted after the New year. But it is also the most frustrating job. Customers usually are horrible.",1,0,1,0,0,0,0
Actually able to relax and get some sleep now that my mom is out of the ICU and seemingly well on the road to recovery,1,0,0,0,0,0,1
"Yesterday, I got a lot of things ready for listing, and fielded many questions from potential buyers. I also did some surveys on Mturk. Woke up this morning to find that there are quite a few items that now have bids and will sell this day and tomorrow, and also had 2 bonuses from surveys.",1,0,0,1,0,0,0
The connection we share is something I protect and value deeply. Today especially I was aware of the a full heart I have for my father. They sent me a message at exactly the right moment.,0,0,0,0,0,1,0
I slept on the couch and it was uncomfortable.  I did not get to sleep quickly and I kept waking up.  I thought about how terrible my life is while trying to sleep.,0,1,0,1,0,0,0
"The long day on my feet, and doing the 10,000 steps of walking made me notice aggravated that I still had some pains with the exertion but also delighted that I am getting back into shape little by little. Balancing it all out with work and having to do it on my own is making it an easier task to meet daily.",1,0,0,1,0,0,0
A calm but heavy day. I ran some errands and kept to my routine. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
"I went to a jazz club today for the first time in a long time. A friend of a friend was performing. It was cool. Good music, good drinks. It was nice to get out.",1,0,0,0,0,0,0
A fairly typical day. I spent time at home doing some chores. I had a pleasant moment with my family that made me smile.,1,0,0,0,0,0,1
My family is the biggest part and most important amount of every day for me. I was able to speak with my parents by phone to plan to go over there this weekend. My brother will be there too.,1,1,0,0,0,0,0
I exercised to help strengthen my hips so the go back into alignment. I felt like I was making progress. I felt cracking and popping in m neck while doing the exercises. This was reassuring.,1,0,0,0,0,0,0
I thought I knew what to expect today. I was wrong. News came through a channel I never would have guessed. My mind went blank for a few seconds.,0,0,0,0,1,0,0
"Work has been so busy, I find it hard to keep up and manage. I cannot wait until my vacation in December - I need the time off badly.",0,0,1,1,0,0,0
I spent most of the day with my spouse today and felt deep care and admiration. We disagreed on something but resolved it with care and respect. I left feeling grateful and warm.,0,0,0,0,0,1,0
"I had a phone conversation with my mother yesterday, talking about Christmas gifts for my brother.  We accomplished what we wanted and decided what we're each getting him, so that's good.  It was a productive call.  Otherwise we didn't talk about much and I was relaxed during our chat.  It wasn't that eventful but I was pleased to be making progress towards getting my Christmas shopping done.",1,0,0,0,0,0,1
"I was hungry yesterday, even after I ate a fairly large lunch. I think it has a lot to do with being so bored and unfocused. I tend to do that more often than I should. If I can't find something to focus on, I'll snack or eat more at lunch and dinner than normal which, in turn, makes me feel sluggish and irritable. It's a vicious cycle it seems like.",0,1,0,1,0,0,0
I love to cook and I was anxious to try a new recipe for a caprese grill cheese sandwich. I tweaked the recipe by roasting the tomatoes first and I was gratified with myself that it came out even better than expected. I was super joyful while I savored my sandwich.,1,0,0,1,0,0,0
I talked to a friend yesterday that I have not talked to in a long time. Catching up with him was quite interesting and exciting. I wish we could do that more often.,1,1,0,0,0,0,0
I felt angry and sad today in equal measure. I felt completely disrespected. What happened hurt me deeply and also made me furious.,0,1,1,0,0,0,0
I forgot to tell my friend I could not make it to dinner and had to white lie.,0,0,0,1,0,0,1
Today I tried to stay composed. I ran some errands and kept to my routine. But I was frustrated about how I was treated and anxious about an upcoming challenge at the same time.,0,0,1,1,0,0,1
"Had a test i wasnt ready for, and im not sure how i did on it.",0,0,0,1,0,0,0
I am proud to say that I am in extremely good health for my age and am able to live a healthy happy life and look forward to many more productive years,1,0,0,0,0,0,0
The whole situation filled me with anger and fear in equal measure. The whole thing was mishandled from start to finish. I didn't feel safe and I didn't feel treated fairly.,0,0,1,1,0,0,0
Today brought a mix of anger and grief. I have been going through a difficult period. I felt wronged and sad about it at the same time.,0,1,1,0,0,0,0
I went through my routine as normal. I went to work and completed my usual tasks. Underneath I was feeling low and a bit sad but tried to stay composed.,0,1,0,0,0,0,1
I do not say it enough but I feel the kind of love that feels like home for my spouse. I don't take them for granted and I want them to know that. Today that feeling was especially strong.,0,0,0,0,0,1,0
"I came home from a hard day of work and not only did my husband put in wood, he also tended to the pets and made dinner. He did all of this before I got home. I was so appreciative and impressed that I actually called my best friend to talk about it.",1,0,0,0,0,0,0
"I was able to connect via phone with my old friend, Mary, yesterday, which was her birthday. We have been friends for over thirty years but we live thousands of miles apart for the past few year as so it has been hard to continue our communications. It made me realize the importance of enduring friendship as we caught up with each other’s lives on her special day, which turned out to be a cheerful and special day for me too.",0,1,0,0,0,0,0
Work made me notice like I had a purpose but also aggravated and annoyed because there are so many things going on at once.,1,0,1,1,0,0,0
"Once again I was reminded of how awesome my wife is. She surprised me after work with a special whiskey tasting for Macallan scotch. It lasted two hours, with live music and of course lots of great whiskey.",1,0,0,0,0,0,0
"Yesterday I was sick with a stomach bug. I spent all day in bed and barely eating, and it was overall a pretty miserable day.",0,0,1,0,0,0,0
"We had chicken and mushroom enchiladas. I was happy, nostalgic, and satisfied. My sister used to be a missionary to Paraguay and knew how to cook the local fare like empanadas and tacos.",1,1,0,0,0,0,0
We went out to dinner and let someone else cook. The bill was lower than I expected and I got to talk with my family.,0,0,0,0,0,0,1
"I was so tired when we got home last night that I was in bed and asleep by 8:30 pm.  Falling asleep when I'm so tired is sometimes a little difficult, but last night I just drifted easily off.  What a nice way to end the day and prepare for the next.  I'm so happy that I don't have sleeping problems.",0,0,0,0,0,0,1
I went through my day calmly on the outside. I read a bit and watched some television. Inside I was both irritated about how I was treated and nervous about what might happen next.,0,0,1,1,0,0,1
I was happy to get to spend time with my family and enjoy time with them,1,0,0,0,0,0,0
Thinking about my best friend today brought me a full heart. I do not always say it but I feel it every single day. I am lucky to have them.,0,0,0,0,0,1,0
I heard from one of my old college housemates. He is planning a group Facetime to celebrate his birthday this week. I will be facetiming with friends I haven't seen in decades. I'm very excited.,1,1,0,0,0,0,0
I got news today that I could not have imagined hearing. Something changed everything in an instant. It is difficult to describe how surprised I was.,0,0,0,0,1,0,0
"After working out, I came home and browsed the internet and played video games. I felt pretty calm and normal for the duration of it.",0,0,0,0,0,0,1
Nothing in my day prepared me for what came. Something I had been waiting a long time for arrived suddenly without warning. I genuinely did not know how to react at first.,0,0,0,0,1,0,0
Life sent me a surprise today. News came through a channel I never would have guessed. I needed a moment before I could say anything. I did not see it coming and I am not sure what to do with that.,0,0,0,0,1,0,0
"After work, my husband and I put our daughter to bed and decided to start painting our new home. We worked together as a team to tape and start cutting in. We got a lot more done than I thought we would. We spend the night laughing and catching up with each other since he works pretty demanding hours.",1,0,0,1,0,0,0
Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting quite happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.,0,0,1,1,0,0,0
A few infuriating patients made the day go by slowly and with moderate amounts of frustration.,0,0,1,1,0,0,1
I have been thinking about my family a great deal lately. I don't take them for granted. There is a warmth in my heart that I am very grateful for.,0,0,0,0,0,1,0
Something completely unexpected happened today. Something changed everything in an instant. I was absolutely stunned and had to take a moment to process it.,0,0,0,0,1,0,0
We shared a meal and it felt like the most natural thing in the world. I felt complete devotion and could not stop thinking about how fortunate I am to have my mother.,0,0,0,0,0,1,0
Today reminded me that certainty is an illusion. A conversation took a turn I had not prepared for at all. My mind went blank for a few seconds. I did not see it coming and I am not sure what to do with that.,0,0,0,0,1,0,0
yesterdays work was very good. my team made a lot of breakthrough. there was this excietment and joy within us cause there was a project we have been working on for a while and it came out so much successful.,1,0,0,0,0,0,1
"My brother and nephew, who I don't see as much anymore, both came over to play basketball at the gym with me. My car has been down for a few weeks so I've been stuck in the house a lot lately. It felt quite nice to get out of the house and spend time with my family. We talked about a lot of different things like basketball, life back in Pennsylvania, and work life. It felt like I refueled after spending time with them.",1,1,0,0,0,0,0
It was a really easy day at work so I got to spend a good chunk of it turking and making some extra money,0,0,0,0,0,0,1
"It was just an overall crappy kind of day yesterday, I think. I was bored and frustrated all day, eating garbage food more than I should, mainly just for something to do and when my partner got home from work, I just wanted to vent to them and have some companionship. They are having a rough time at work recently and they were also frustrated and hungry and contentious, so it didn't make for a satisfying mix. I consider we ended up just frustrating each other more than anything else.",0,0,1,0,0,0,0
I was astonished today. What I thought was one thing turned out to be something entirely different. My first reaction was pure disbelief. I kept going back to it all day.,0,0,0,0,1,0,0
Nothing makes me happier than time with my partner. We had a long conversation and I felt completely understood. Today reminded me how much joy love brings into my life.,1,0,0,0,0,1,0
I never would have predicted what happened today. Someone did something I never would have predicted. The surprise stayed with me all day.,0,0,0,0,1,0,0
Got a little blood pumping and felt good with light exercise as I've been exercising less and less lately.,1,0,0,0,0,0,0
I got chipolte and I loved it. It was very comforting after a long day.,1,0,0,0,0,0,0
THE MARKETING TEAM MET TO REVIEW AND REVISE OUR MARKETING PROGRAM FOR THE COMPANY. THE PROGRESS WE MADE WAS EXCLENT AND I AM PROUD BEING THE LEADER OF THIS TEAM.,1,0,0,0,0,0,0
I had a lot going on at work and it all just started to come together genuinely well. I got a lot of loose ends tied up which helped me feel like things are getting better. I found myself tranquil and cool and managed to do each task efficiently. It really made me feel a sense of confidence and satisfaction knowing that things were going so well.,1,0,0,0,0,0,1
"Being around my closest friend fills me with a quiet, steady love. They remembered something I had mentioned weeks ago and it touched me deeply. I left our time together feeling whole.",0,0,0,0,0,1,0
We had some homemade chicken wings that I made in the oven with a special sauce. I paired it with some chicken broccoli rice and some seasoned green beans and the kids loved it. For dessert we had strawberry cheesecake. I love cooking for my family and I loved seeing their reactions when they tasted the wings.,1,0,0,0,0,0,0
I have been carrying a lot of sadness lately. I have been going through a difficult period. Today it felt heavier than usual.,0,1,0,0,0,0,0
I was able to start watching a documentary with my partner; it was riveting.,1,0,0,0,0,0,0
Today I went out to drink with friends. We decided to have unlimited wings contest. Between the 4 of us i came in second. I performed better than last time coming in last. It was a great time. We drank talked and ate.,1,0,0,0,1,0,0
Because I am sick I had to miss one of my children's parent/teacher conferences yesterday. I feel ashamed like a bad parent because I couldn't go and feel the teachers may look down on me for it.,0,1,1,0,0,0,0
My parents are planning to sell their house so the day before they were talking to their realtor. I was helping out my parents cleaning the house to make sure that it looks its best.,0,0,0,0,0,0,1
I was able to exercise and it made me feel good to take care of my body. I was satisfied with the progress I have made with my strength and can't wait to get more stronger,1,0,0,0,0,0,1
"Life sent me a surprise today. Something I had been waiting a long time for arrived suddenly without warning. I found myself just staring, trying to make sense of it. I am still thinking about it now.",0,0,0,0,1,0,0
I saw my lover and we spent quality time together. I was truly enjoyed by everything that we shared.,1,0,0,0,0,0,0
I learned from my doctor yesterday that I am vitamin D deficient and that I also have to take medication for cholesterol. I thought I found myself doing satisfying but apparently not.,0,0,0,1,1,0,0
I am proud of myself for continuing my exercise regime. I feel satisfied with myself so far this week. I have exercised for 4 days in a row. I am happy with my progress so far.,1,0,0,0,0,0,0
Exercising feels like meditation it clears my mind and makes me feel energized.,0,0,0,0,0,0,1
Today I told my parents how much they mean to me. We sat together in silence and it was the most comfortable I have felt in weeks. The complete devotion between us is real and deep.,0,0,0,0,0,1,0
I was really frustrated today about the way things were handled. I was not heard at all. It felt so unfair and I couldn't let it go.,0,0,1,0,0,0,0
Something I never anticipated happened. I received a gift I would never have thought to ask for. It took a while before I could process what had happened. I suppose the unexpected keeps things honest.,0,0,0,0,1,0,0
I felt both angry and scared today. The situation was handled completely wrong. The situation made me furious but also deeply anxious about what might happen next.,0,0,1,1,0,0,0
I felt both angry and scared today. What happened was clearly unfair. The situation made me furious but also deeply anxious about what might happen next.,0,0,1,1,0,0,0
Our family is going through a hard patch. Being awake kind of hurts each minute to minute so being able to sleep to get away is very important at this point.,1,0,0,0,0,0,0
I watched TV with my daughter last night. We don't get many chances to watch something just the two of us. It was only a half hour but it was nice.,1,0,0,0,0,0,1
I was happy about being able to spend quality time with my family.  I enjoyed the calm of relaxing at home.  I was satisfied in just being around my family.,1,0,0,0,0,0,1
A regular day that was made better simply by the presence of my children. I had a few meetings and wrapped up some work. I felt at peace and deeply grateful.,1,0,0,0,0,1,1
I had friends over which felt great but I also had some social anxiety about it.,1,0,0,1,0,0,0
My sister's 29th birthday also 8 yeas sober for her.,1,1,0,0,0,0,0
"Had a test i wasnt ready for, and im not sure how i did on it.",0,0,0,1,0,0,0
I felt genuinely happy today but also a little sad. A moment I had been hoping for arrived. There was something melancholy about it all the same.,1,1,0,0,0,0,0
One of my pleasant friends is battling with alcohol addiction. I talk to him every day to help him out and steer him in the right direction. Sometimes he falls off the wagon and it is frustrating.,0,0,1,1,0,0,0
"I spent time in prayer and reading my Bible yesterday morning, then spent time listening to a sermon yesterday afternoon. It re-energized my faith and gave me deeper insight into God and my faith. It brought me peace, joy and satisfaction.",1,0,0,0,0,0,1
"Work was the usual gamut of occasional struggles and satisfaction when things were going well. It's been really time-consuming, but so far a positive week for working extra hours and getting a little more pay.",1,0,1,0,0,0,1
"I would not have believed it if someone had told me. Something I had been waiting a long time for arrived suddenly without warning. I found myself just staring, trying to make sense of it.",0,0,0,0,1,0,0
I was hungry but didn't have time to eat until the night and I ate a bunch.,0,1,1,0,0,0,0
I talked to a friend yesterday that I have not talked to in a long time. Catching up with him was truly interesting and exciting. I wish we could do that more often.,1,1,0,0,0,0,0
Today I tried to stay composed. I spent time at home doing some chores. But I was frustrated about what was said and anxious about an upcoming challenge at the same time.,0,0,1,1,0,0,1
Work was typical.  I was frustrated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,0,0,1,1,0,0,0
I got to watch some tv with friends. We watched our favorite show which has been on for almost twenty years. We laughed and had a good time.,1,1,0,0,0,0,0
They did something thoughtful without being asked. I felt complete devotion and could not stop thinking about how fortunate I am to have my children.,0,0,0,0,0,1,0
I spent time with my father mother and brother. It was very entertaining.,1,0,0,0,0,0,0
I finally got to try a new BBQ restaurant that I have been wanting to go to for a while it was very good better than expected.,1,0,0,0,0,0,0
I went through my day calmly on the outside. I had a few meetings and wrapped up some work. Inside I was both irritated about how I was treated and nervous about an upcoming challenge.,0,0,1,1,0,0,1
It was a bittersweet day. I accomplished something meaningful. But I also found myself missing how things used to be and feeling a quiet sadness underneath.,1,1,0,0,0,0,0
